TrialNum	Block	Odd: Visual	Odd: Audio	Odd: Haptic	CueDirection	RT	RespDirection	Acc	TrialTime	ITI
1	1	0	0	0	2	0.464572906494141	2	1	2.31266021728516e-05	300
2	1	0	0	0	2	0.58900785446167	2	1	2.81608510017395	200
3	1	0	0	0	1	0.519259929656982	1	1	5.53180503845215	300
4	1	0	0	0	2	0.450741767883301	2	1	8.34759712219238	100
5	1	0	0	0	2	0.631360054016113	2	1	10.9633660316467	100
6	1	0	1	0	1	0.545747041702271	1	1	13.5792009830475	300
7	1	0	0	0	1	0.434075117111206	1	1	16.3950440883636	500
8	1	0	0	0	2	0.618891000747681	2	1	19.4107370376587	500
9	1	0	0	0	1	0.401250839233398	1	1	22.4264631271362	300
10	1	0	0	0	1	0.551881074905396	1	1	25.2421491146088	100
11	1	0	1	0	1	0.556119918823242	1	1	27.8579308986664	200
12	1	0	0	0	2	0.463611841201782	2	1	30.5737729072571	200
13	1	0	1	0	2	0.489503145217896	2	1	33.2895610332489	400
14	1	0	0	0	2	0.432131052017212	2	1	36.2053999900818	100
15	1	0	0	0	1	0.488011121749878	1	1	38.8211450576782	400
16	1	0	0	0	2	0.357507228851318	2	1	41.7369310855865	400
17	1	0	0	0	2	0.465950012207031	2	1	44.6526730060577	200
18	1	1	0	0	1	0.579646825790405	1	1	47.3684349060059	200
19	1	0	0	0	2	0.441848039627075	2	1	50.0841989517212	200
20	1	0	0	0	2	0.414899826049805	2	1	52.7999839782715	100
21	1	0	0	0	1	0.454779863357544	1	1	55.4157989025116	500
22	1	1	0	0	2	0.46268105506897	2	1	58.4316320419312	300
23	1	0	0	0	1	0.461621999740601	1	1	61.247330904007	500
24	1	0	0	0	1	0.439125061035156	1	1	64.2630929946899	500
25	1	0	0	0	1	0.415565013885498	1	1	67.2788031101227	200
26	1	0	0	0	2	0.324569940567017	2	1	69.9945061206818	100
27	1	0	0	0	2	0.38129711151123	2	1	72.6102740764618	200
28	1	0	0	0	1	0.416994094848633	1	1	75.3261260986328	100
29	1	0	0	0	1	0.455770015716553	1	1	77.9419178962708	100
