TrialNum	Block	Odd: Visual	Odd: Audio	Odd: Haptic	CueDirection	RT	RespDirection	Acc	TrialTime	ITI
1	1	0	0	0	1	0.531141996383667	1	1	2.09808349609375e-05	500
2	1	0	0	0	2	0.496581077575684	2	1	3.01617097854614	200
3	1	0	0	0	1	0.548812866210938	1	1	5.73179388046265	300
4	1	1	0	0	2	0.710381984710693	2	1	8.54772901535034	100
5	1	0	0	0	1	0.581776857376099	1	1	11.1634378433228	300
6	1	0	0	0	1	0.678665161132812	1	1	13.9791848659515	200
7	1	0	1	0	1	0.580818176269531	1	1	16.6949238777161	200
8	1	0	0	0	1	0.62407398223877	1	1	19.4107937812805	400
9	1	0	0	0	1	0.519574880599976	1	1	22.3265178203583	300
10	1	0	0	0	1	0.596806049346924	1	1	25.142215013504	200
11	1	0	0	0	1	0.487982988357544	1	1	27.8579378128052	200
12	1	0	0	0	2	0.620690107345581	2	1	30.5737679004669	500
13	1	0	0	0	2	0.578541040420532	2	1	33.5895538330078	300
14	1	0	0	0	2	0.563546895980835	2	1	36.4052498340607	100
15	1	0	0	0	2	0.57392692565918	2	1	39.0209989547729	200
16	1	0	0	0	2	0.570633888244629	2	1	41.736811876297	400
17	1	0	0	0	2	0.527997970581055	2	1	44.652599811554	300
18	1	0	0	0	1	0.629796028137207	1	1	47.4683368206024	400
19	1	0	0	0	2	0.603660821914673	2	1	50.3841669559479	100
20	1	0	0	0	1	0.603955030441284	1	1	52.9998259544373	500
21	1	0	0	0	1	0.610411882400513	1	1	56.0156528949738	500
22	1	0	0	0	2	0.490754127502441	2	1	59.0313339233398	100
23	1	0	0	0	2	0.562272787094116	2	1	61.6470279693604	500
24	1	0	0	0	2	0.579559087753296	2	1	64.6628518104553	200
25	1	0	0	0	2	0.568269014358521	2	1	67.3785409927368	400
26	1	0	0	0	2	0.59581995010376	2	1	70.2943539619446	200
27	1	0	0	0	2	0.654441118240356	2	1	73.0100529193878	400
28	1	0	0	0	2	0.61262583732605	2	1	75.925843000412	300
29	1	0	0	0	1	0.612838983535767	1	1	78.7415738105774	500
30	1	0	1	0	1	0.662172079086304	1	1	81.7573688030243	100
31	1	0	0	0	1	0.658282995223999	1	1	84.3730068206787	100
32	1	1	0	0	1	0.645868062973022	1	1	86.988844871521	400
33	1	0	0	0	1	0.612892866134644	1	1	89.9046628475189	100
34	1	1	0	0	2	0.611940145492554	2	1	92.520397901535	500
35	1	0	0	0	1	0.482492208480835	1	1	95.5362129211426	400
36	1	0	0	0	2	0.559615135192871	2	1	98.4519119262695	200
37	1	1	0	0	2	0.627065181732178	2	1	101.167650938034	300
38	1	0	0	0	1	0.524173974990845	1	1	103.983472824097	300
39	1	0	0	0	1	0.628471851348877	1	1	106.799185991287	200
40	1	0	0	0	1	0.485865116119385	1	1	109.514932870865	500
41	1	0	0	0	1	0.505902051925659	1	1	112.530745983124	100
42	1	1	0	0	1	0.608273983001709	1	1	115.146427869797	400
43	1	0	0	0	2	0.549939155578613	2	1	118.062322854996	400
44	1	0	0	0	1	0.666065216064453	1	1	120.977968931198	400
45	1	0	1	0	2	0.581214904785156	2	1	123.893687963486	400
46	1	0	0	0	1	0.601459980010986	1	1	126.809422016144	300
47	1	0	0	0	1	0.593987941741943	1	1	129.625149011612	100
48	1	0	0	0	1	0.578104972839355	1	1	132.240896940231	500
49	1	1	0	0	1	0.704751968383789	1	1	135.256757974625	200
50	1	0	0	0	2	0.525043964385986	2	1	137.972399950027	500
51	1	0	1	0	1	0.623011112213135	1	1	140.988196849823	300
52	1	0	0	0	2	0.527153015136719	2	1	143.803897857666	300
53	1	0	0	0	2	0.581788063049316	2	1	146.619648933411	300
54	1	0	1	0	2	0.636127948760986	2	1	149.435488939285	100
55	1	0	0	0	1	0.631899118423462	1	1	152.05121588707	100
