TrialNum	Block	Odd: Visual	Odd: Audio	Odd: Haptic	CueDirection	RT	RespDirection	Acc	TrialTime	ITI
1	1	0	0	0	1	0.583419094388773	1	1	0.000189914757356746	100
2	1	0	0	0	1	0.473608264885115	1	1	2.61391003686731	200
3	1	0	0	0	2	0.429285304576297	2	1	5.32926695470451	100
4	1	0	0	0	2	0.470224766680985	2	1	7.94495840481886	200
5	1	0	0	0	2	0.51250903057462	2	1	10.6612254377987	500
6	1	0	0	0	1	0.529932105474472	1	1	13.6769001420516	500
7	1	0	0	0	2	0.399632938404466	2	1	16.6924920793999	200
8	1	0	0	0	2	0.448719807724046	2	1	19.4075788819928	100
9	1	0	0	0	1	0.435134486595416	1	1	22.0237980513211	500
10	1	0	0	0	2	0.431232893236484	2	1	25.0390236328385	400
11	1	0	1	0	2	0.572165361858424	2	1	27.9552044984139	100
12	1	0	0	0	2	0.379187588300738	2	1	30.570194033854	400
13	1	0	0	0	2	0.440946776389865	2	1	33.4863065686131	400
14	1	0	0	0	1	0.467564997683439	1	1	36.4015802062631	500
15	1	0	0	0	2	0.453920969796854	2	1	39.4172019781936	200
16	1	0	0	0	2	0.442571959086308	2	1	42.132660911052	200
17	1	0	0	0	1	0.573355857908609	1	1	44.8487790919253	200
18	1	0	1	0	1	0.590080226152168	1	1	47.5640490724336	400
19	1	0	0	0	1	0.479062539699044	1	1	50.4803794317186	400
20	1	0	0	0	1	0.538355723171662	1	1	53.3954897811755	100
21	1	0	0	0	2	0.467016426343434	2	1	56.0116986848407	300
22	1	0	1	0	1	0.50469237017478	1	1	58.8268619024584	300
23	1	0	0	0	1	0.530262531487097	1	1	61.6425210798971	400
24	1	0	0	0	2	0.48115224362482	2	1	64.5584799505195	400
25	1	1	0	0	1	0.535928856392275	1	1	67.4744965654945	500
26	1	0	0	0	2	0.529660707021321	2	1	70.4898944176612	300
27	1	0	0	0	2	0.49946490234106	2	1	73.3050072693723	500
28	1	0	1	0	1	0.504883568139121	1	1	76.3211436076363	100
